Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
34776.0,0.890244748597691,-0.0602345025310157,1.272925277421,2.31497847239413,0.210993429154689,2.70012380725288,-0.984638962507376,0.929065111197032,-0.140862509445919,0.465601475500918,1.39998888382337,1.10389873885925,-0.0911478864876997,-0.107606776574014,0.114776597326236,-0.34882436348656,0.419674779687794,-1.53442002495229,-1.98295186537142,-0.250077988318559,0.0718829630210802,0.443058576589109,0.106152245924284,-1.36147355762081,-0.00960242140887223,0.087266831728502,0.10709935696272,0.00990021751840618,15.33,0.0
62330.0,1.14086473658976,1.22131743135767,-1.45295546048243,2.06757505760281,0.854742052227546,-0.981222507744598,0.325713913670098,-0.0377214068783676,0.113219371615132,-2.12697274994354,0.915947028928619,-0.468571538051367,-0.523377293666349,-4.86186658087283,0.421013353871263,0.866440624739209,4.08248488419359,1.1963181517001,-1.10076358353881,-0.0677120411898438,-0.377597095255037,-0.79345965987036,-0.132333171548173,-0.33158626897425,0.664877856718148,-0.309312434134138,0.099941947375597,0.122988311929089,1.0,1.0
41273.0,-11.6822148930584,6.33288209288301,-13.2971092469499,7.69077191542072,-10.8898905208867,-2.79236003834138,-12.5617825809497,7.28712220991134,-7.57032240879292,-12.8357376825339,5.80470785195987,-12.15623949431,1.18498466280471,-10.4686770874209,-0.41674319706657,-10.999792348619,-22.6088681905866,-9.49874592104677,2.10273540686125,-1.00931993766307,2.13345628394787,-1.27150896701449,-0.0353038871622371,0.615053695038953,0.349023768265454,-0.428922796793546,-0.694935387398427,-0.818970428930229,173.07,1.0
59551.0,-0.610062649750634,0.453328977424636,0.200855027301902,0.343842000080787,-0.337743367062518,0.760437752856917,1.8220994651994,-0.107983066135513,-0.210820492069117,-0.448595285633461,-1.54820694470553,-1.33875659391691,-1.55337256930459,0.564828765042526,1.16555878801053,0.108066019674194,-0.490115710270789,0.161988380471451,-0.226091798532246,-0.181254410129412,0.115351111730326,0.34118537613935,0.0942215961300431,-0.968387344073724,-0.365731438543034,-0.387812565264284,0.172603175776161,0.102874070527201,289.0,0.0
52934.0,1.03663855772541,0.407227280182074,0.75770616494457,3.16182144737059,-0.568122226356034,0.202180695126505,-0.68980405626803,0.41137993906161,0.336769232300548,-0.283731283967387,0.90311745288141,-0.158825775049249,-1.93070901899978,-2.37665364067708,-1.8101724846962,0.935791272330693,1.59150614830401,1.25947071382768,-0.666806394320072,-0.219461074162075,-0.0501076222906236,0.123760575662397,-0.132567901550036,0.350230553629671,0.507701400813083,0.189620904934317,0.0610156660255082,0.0631412801847289,0.76,1.0
58589.0,-2.26052590276313,-1.77290628345544,2.44113796441415,1.84662065686645,2.06727878017947,-0.98723261102925,-0.729713771157698,0.0904524927392555,-0.266226580252531,-0.0876184137907065,-0.253334120388078,0.604042604774811,1.03090400836276,-0.353522411738715,1.03070721026192,-0.905931271171241,0.270946567020572,-0.321134911806998,0.521848444128337,1.00569581599375,0.27741978200341,0.328876491414818,0.322357494459569,0.105398894163157,0.419891126589825,-0.161361562421975,-0.145299790550783,-0.0838184181555807,100.0,0.0
41851.0,-19.1397328634111,9.28684735978866,-20.134992104854,7.81867331002574,-15.6522076772063,-1.66834770694329,-21.3404780994803,0.6418997011947,-8.55011032700099,-16.6496281595399,4.81815244707108,-9.44531478308794,1.31705629332341,-7.24346097400378,0.830910291033798,-9.53325705039319,-18.7506411474674,-8.09264877340557,3.32675827497024,0.42720343146936,-2.18269194560955,0.520543072366642,-0.760556415188733,0.662766638397236,-0.948454306235033,0.121795925829793,-3.3818429293561,-1.25652362136258,139.9,1.0
28027.0,0.680989416004335,-1.15756106420489,0.895951380763242,0.367869942235637,-0.997861927608287,0.972281315465609,-0.670420546332876,0.463684232777952,0.925660540592107,-0.388126933554227,1.24930561368118,1.13616847893226,-0.658062004349265,-0.147498996465619,-0.455680640844758,-0.423935463836621,0.474006015817898,-0.939215655196357,-0.100056279343242,0.244601385983384,-0.00787556847543979,-0.22153964759395,-0.0445467634816012,-0.221263377762102,-0.131213620048472,0.932716161897542,-0.0441105069908303,0.0324812312411237,212.09,0.0
17838.0,-5.18787810836635,6.96770866359565,-13.510931139095,8.61789514115238,-11.2144223939458,0.6722478387604,-9.46253281088355,5.32870420774381,-4.89700552817542,-11.7868116556041,9.36907905765884,-15.0941631493865,1.25637700700759,-11.8521613037824,0.274429814172421,-10.6882417917386,-18.3888105354245,-6.89884013301839,2.38280793552097,-0.623737291574186,2.08608300107406,0.760190240866359,0.716805785858217,-0.646743429628277,-1.61704292571624,0.172346889503238,0.626646780979254,-0.169726031129409,766.36,1.0
56806.0,0.0168278084833761,2.40082554709233,-4.220359820602,3.46221746352071,-0.624142188342754,-1.29430258598001,-2.98602831443748,0.751882724799937,-1.60667229891344,-5.97492543825504,3.26492215161104,-5.09503162409832,0.307807541258315,-10.0181060613614,0.273282636641356,-3.56253351747421,-4.37710568381017,-1.79263494349375,0.0802807729992116,0.590418382570863,0.285831617664336,-0.771508088806938,-0.265199774294598,-0.873077150100989,0.939776315964547,-0.219084743497804,0.874493632152321,0.470434221788752,1.0,1.0
